"average_neighbor_degree_HL","betweenness_centrality_HL","betweenness_HL","closeness_centrality_HL","closeness_HL","d_HL","degree_centrality_HL","degree_HL","Fisher.alpha_HL","generality.HL","hits_authorities_HL","hits_hubs_HL","interaction.push.pull_HL","isolate_HL","latapy_clustering_HL","nestedrank_HL","niche.overlap.HL","node.specialisation.index.NSI_HL","node_redundancy_HL","pagerank_HL","PDI_HL","robustness.HL","species.specificity.index_HL","species.strength_HL","V.ratio.HL"
5.6667,0.099,0.119266055045872,0.4272,0.038787023977433,0.211697122362668,0.0938,3,536870956.16667,3.37931034482759,0.0495,0.0025,-0.118518518518519,NA,0.2324,0.321428571428571,0.0952607117577424,1.78571428571429,0.3333,0.0157,0.935483870967742,0.662068077257158,0.558415577316077,0.644444444444444,4.07640638119227
3,0,0,0.275,0.0246826516220028,0.5,0.0312,1,134217776.500017,3.37931034482759,0.0014,1e-04,-0.666666666666667,NA,0.6667,0.642857142857143,0.0952607117577424,2.71428571428571,NA,0.0085,1,0.662068077257158,1,0.333333333333333,4.07640638119227
1.5,0.0339,0,0.275,0.0230959097320169,0.837923475606878,0.0625,2,268435505.000009,3.37931034482759,0.0016,1e-04,0.25,NA,0.25,0.535714285714286,0.0952607117577424,2.82142857142857,0,0.0163,0.967741935483871,0.662068077257158,0.695608343640252,1.5,4.07640638119227
8,0,0,0.3929,0.0349083215796897,0.053605369642814,0.0312,1,134217776.500017,3.37931034482759,0.0264,0.0014,-0.875,NA,0.1786,0.678571428571429,0.0952607117577424,1.96428571428571,NA,0.0061,1,0.662068077257158,1,0.125,4.07640638119227
4,0,0,0.3077,0.0280324400564175,0.369070246428543,0.0312,1,134217776.500017,3.37931034482759,0.0093,5e-04,-0.75,NA,0.2083,0.714285714285714,0.0952607117577424,2.42857142857143,NA,0.0065,1,0.662068077257158,1,0.25,4.07640638119227
3.5,0.1018,0.0777307373939436,0.4112,0.0370239774330042,0.46637297722479,0.125,4,2147483650,3.37931034482759,0.0267,0.0014,0.1875,NA,0.1772,0.214285714285714,0.0952607117577424,1.89285714285714,0.1667,0.0226,0.903225806451613,0.662068077257158,0.475190963311491,1.75,4.07640638119227
3,0,0,0.3548,0.0292665726375176,0.5,0.0312,1,134217776.500017,3.37931034482759,0.0075,4e-04,-0.666666666666667,NA,0.1583,0.75,0.0952607117577424,2.17857142857143,NA,0.0073,1,0.662068077257158,1,0.333333333333333,4.07640638119227
3,0,0,0.275,0.0246826516220028,0.5,0.0312,1,134217776.500017,3.37931034482759,0.0014,1e-04,-0.666666666666667,NA,0.6667,0.785714285714286,0.0952607117577424,2.71428571428571,NA,0.0085,1,0.662068077257158,1,0.333333333333333,4.07640638119227
4.6667,0.0764,0.0729524499321699,0.4074,0.0370239774330042,0.276857449956987,0.0938,3,536870956.16667,3.37931034482759,0.0315,0.0016,-0.1,NA,0.2294,0.357142857142857,0.0952607117577424,1.89285714285714,0.3333,0.0156,0.935483870967742,0.662068077257158,0.558415577316077,0.7,4.07640638119227
5,0,0,0.3761,0.0317348377997179,0.267513239641036,0.0312,1,134217776.500017,3.37931034482759,0.0171,9e-04,-0.8,NA,0.1528,0.821428571428571,0.0952607117577424,2.07142857142857,NA,0.0064,1,0.662068077257158,1,0.2,4.07640638119227
7,0,0,0.3894,0.0338504936530324,0.114378125419289,0.0312,1,134217776.500017,3.37931034482759,0.0257,0.0013,-0.857142857142857,NA,0.1713,0.857142857142857,0.0952607117577424,2,NA,0.0063,1,0.662068077257158,1,0.142857142857143,4.07640638119227
5,0,0,0.3165,0.0290902679830748,0.267513239641036,0.0312,1,134217776.500017,3.37931034482759,0.0102,5e-04,-0.8,NA,0.3958,0.892857142857143,0.0952607117577424,2.39285714285714,NA,0.0068,1,0.662068077257158,1,0.2,4.07640638119227
5,0,0,0.3165,0.0290902679830748,0.267513239641036,0.0312,1,134217776.500017,3.37931034482759,0.0102,5e-04,-0.8,NA,0.3958,0.928571428571429,0.0952607117577424,2.39285714285714,NA,0.0068,1,0.662068077257158,1,0.2,4.07640638119227
6,0,0,0.2821,0.0275035260930889,0.184535123214271,0.0312,1,134217776.500017,3.37931034482759,0.002,1e-04,-0.833333333333333,NA,0.5167,0.964285714285714,0.0952607117577424,2.67857142857143,NA,0.0076,1,0.662068077257158,1,0.166666666666667,4.07640638119227
6,0,0,0.2821,0.0275035260930889,0.184535123214271,0.0312,1,134217776.500017,3.37931034482759,0.002,1e-04,-0.833333333333333,NA,0.5167,1,0.0952607117577424,2.67857142857143,NA,0.0076,1,0.662068077257158,1,0.166666666666667,4.07640638119227
8.4,0.1584,0.251543209876543,0.9245,0.0551181102362205,0,0.7143,5,2147483650.5,2.04545454545455,0.1354,0.0656,-0.0547619047619048,NA,0.3454,0,0.374019102590531,1,1,0.0495,0.333333333333333,0.758221732137406,0.258198889747161,0.726190476190476,1.37567084078712
9.6667,0.0307,0.0385802469135802,0.7538,0.0498687664041995,0.0804444954048767,0.4286,3,536870956.16667,2.04545454545455,0.096,0.0465,-0.194444444444444,NA,0.4186,0.238095238095238,0.374019102590531,1.19047619047619,1,0.0311,0.666666666666667,0.758221732137406,0.471404520791032,0.416666666666667,1.37567084078712
6,0.1371,0.0246913580246914,0.7313,0.047244094488189,0.406404223115073,0.5714,4,2147483650,2.04545454545455,0.0744,0.0361,0.183333333333333,NA,0.2792,0.0952380952380952,0.374019102590531,1.28571428571429,0.3333,0.0466,0.5,0.758221732137406,0.353553390593274,1.73333333333333,1.37567084078712
12.5,0.0143,0.0385802469135802,0.7313,0.0498687664041995,0,0.2857,2,268435505.000009,2.04545454545455,0.0787,0.0381,-0.416666666666667,NA,0.5049,0.476190476190476,0.374019102590531,1.19047619047619,1,0.0226,0.833333333333333,0.758221732137406,0.645497224367903,0.166666666666667,1.37567084078712
12.5,0.0143,0.0385802469135802,0.7313,0.0498687664041995,0,0.2857,2,268435505.000009,2.04545454545455,0.0787,0.0381,-0.416666666666667,NA,0.5049,0.523809523809524,0.374019102590531,1.19047619047619,1,0.0226,0.833333333333333,0.758221732137406,0.645497224367903,0.166666666666667,1.37567084078712
15,0,0,0.6533,0.0459317585301837,0,0.1429,1,134217776.500017,2.04545454545455,0.0453,0.022,-0.933333333333333,NA,0.5226,0.857142857142857,0.374019102590531,1.33333333333333,NA,0.014,1,0.758221732137406,1,0.0666666666666667,1.37567084078712
15,0,0,0.6533,0.0459317585301837,0,0.1429,1,134217776.500017,2.04545454545455,0.0453,0.022,-0.933333333333333,NA,0.5226,0.904761904761905,0.374019102590531,1.33333333333333,NA,0.014,1,0.758221732137406,1,0.0666666666666667,1.37567084078712
15,0,0,0.6533,0.0459317585301837,0,0.1429,1,134217776.500017,2.04545454545455,0.0453,0.022,-0.933333333333333,NA,0.5226,0.952380952380952,0.374019102590531,1.33333333333333,NA,0.014,1,0.758221732137406,1,0.0666666666666667,1.37567084078712
10,0,0,0.5506,0.0393700787401575,0.149725846272397,0.1429,1,134217776.500017,2.04545454545455,0.0334,0.0162,-0.9,NA,0.4333,1,0.374019102590531,1.57142857142857,NA,0.0138,1,0.758221732137406,1,0.1,1.37567084078712
12.5,0.0143,0.0385802469135802,0.7313,0.0498687664041995,0,0.2857,2,268435505.000009,2.04545454545455,0.0787,0.0381,-0.416666666666667,NA,0.5049,0.285714285714286,0.374019102590531,1.19047619047619,1,0.0226,0.833333333333333,0.758221732137406,0.645497224367903,0.166666666666667,1.37567084078712
8.5,0.0293,0,0.6712,0.0459317585301837,0.321204361916025,0.2857,2,268435505.000009,2.04545454545455,0.0503,0.0244,-0.216666666666667,NA,0.3571,0.333333333333333,0.374019102590531,1.33333333333333,1,0.025,0.833333333333333,0.758221732137406,0.645497224367903,0.566666666666667,1.37567084078712
10.5,0.0106,0.0246913580246914,0.6901,0.047244094488189,0.101948274776228,0.2857,2,268435505.000009,2.04545454545455,0.0665,0.0322,-0.383333333333333,NA,0.4256,0.380952380952381,0.374019102590531,1.28571428571429,1,0.0229,0.833333333333333,0.758221732137406,0.645497224367903,0.233333333333333,1.37567084078712
8.4,0.1584,0.251543209876543,0.9245,0.0551181102362205,0,0.7143,5,2147483650.5,2.04545454545455,0.1354,0.0656,-0.0547619047619048,NA,0.3454,0.0476190476190476,0.374019102590531,1,1,0.0495,0.333333333333333,0.758221732137406,0.258198889747161,0.726190476190476,1.37567084078712
7,0.0312,0.0740740740740741,0.6364,0.0446194225721785,0.190001754575403,0.4286,3,536870956.16667,2.04545454545455,0.0689,0.0334,-0.169047619047619,NA,0.3513,0.142857142857143,0.374019102590531,1.38095238095238,1,0.0317,0.666666666666667,0.758221732137406,0.471404520791032,0.492857142857143,1.37567084078712
10,0,0,0.5506,0.0393700787401575,0.149725846272397,0.1429,1,134217776.500017,2.04545454545455,0.0334,0.0162,-0.9,NA,0.4333,0.571428571428571,0.374019102590531,1.57142857142857,NA,0.0138,1,0.758221732137406,1,0.1,1.37567084078712
7,0,0,0.5158,0.0354330708661417,0.281434979210022,0.1429,1,134217776.500017,2.04545454545455,0.0182,0.0088,-0.857142857142857,NA,0.5389,0.619047619047619,0.374019102590531,1.71428571428571,NA,0.0147,1,0.758221732137406,1,0.142857142857143,1.37567084078712
6,0,0,0.5269,0.0341207349081365,0.338358104107972,0.1429,1,134217776.500017,2.04545454545455,0.0212,0.0103,-0.833333333333333,NA,0.2967,0.666666666666667,0.374019102590531,1.76190476190476,NA,0.014,1,0.758221732137406,1,0.166666666666667,1.37567084078712
10.3333,0.0383,0.0756172839506173,0.7778,0.0511811023622047,0.0221590847191278,0.4286,3,536870956.16667,2.04545454545455,0.0999,0.0484,-0.222222222222222,NA,0.4333,0.19047619047619,0.374019102590531,1.14285714285714,1,0.0315,0.666666666666667,0.758221732137406,0.471404520791032,0.333333333333333,1.37567084078712
11,0.0447,0.143518518518519,0.7538,0.0511811023622047,0.0711835771322216,0.2857,2,268435505.000009,2.04545454545455,0.0635,0.0308,-0.395238095238095,NA,0.3843,0.428571428571429,0.374019102590531,1.14285714285714,1,0.0236,0.833333333333333,0.758221732137406,0.645497224367903,0.20952380952381,1.37567084078712
15,0,0,0.6533,0.0459317585301837,0,0.1429,1,134217776.500017,2.04545454545455,0.0453,0.022,-0.933333333333333,NA,0.5226,0.714285714285714,0.374019102590531,1.33333333333333,NA,0.014,1,0.758221732137406,1,0.0666666666666667,1.37567084078712
7,0,0,0.5158,0.0354330708661417,0.281434979210022,0.1429,1,134217776.500017,2.04545454545455,0.0182,0.0088,-0.857142857142857,NA,0.5389,0.761904761904762,0.374019102590531,1.71428571428571,NA,0.0147,1,0.758221732137406,1,0.142857142857143,1.37567084078712
7,0,0,0.5158,0.0354330708661417,0.281434979210022,0.1429,1,134217776.500017,2.04545454545455,0.0182,0.0088,-0.857142857142857,NA,0.5389,0.80952380952381,0.374019102590531,1.71428571428571,NA,0.0147,1,0.758221732137406,1,0.142857142857143,1.37567084078712
2,0.1531,0,0.3647,0.155405405405405,0.641895536497917,0.1429,3,536870956.16667,6.16666666666667,-0.0224,0.0103,0.416666666666667,NA,0.1074,0.8,0.210409416291769,1.6,0,0.0495,0.9,0.464040159194573,0.547722557505166,2.25,2.02158273381295
1.5,0.0781,0,0.301,0.114864864864865,0.75,0.0952,2,268435505.000009,6.16666666666667,-0.0083,0.0038,0.25,NA,0.0909,1,0.210409416291769,2,0,0.0375,0.95,0.464040159194573,0.689202437604511,1.5,2.02158273381295
2.5714,0.2114,0.111111111111111,0.4921,0.182432432432432,0.104330089963812,0.3333,7,536870961.21429,6.16666666666667,-0.1087,0.0498,0.333333333333333,NA,0.2543,0.4,0.210409416291769,1.2,0.5714,0.083,0.7,0.464040159194573,0.316227766016838,3.33333333333333,2.02158273381295
2.5714,0.2328,0.111111111111111,0.4921,0.182432432432432,0.104330089963812,0.3333,7,536870961.21429,6.16666666666667,-0.1136,0.052,0.333333333333333,NA,0.2386,0.6,0.210409416291769,1.2,0.5714,0.0836,0.7,0.464040159194573,0.316227766016838,3.33333333333333,2.02158273381295
2.25,0.2874,0.111111111111111,0.5082,0.182432432432432,0.244210832163557,0.381,8,2147483652,6.16666666666667,-0.1084,0.0496,0.4375,NA,0.2197,0.2,0.210409416291769,1.2,0.3929,0.0978,0.65,0.464040159194573,0.285043856274785,4.5,2.02158273381295
2,0.4841,0.666666666666667,0.5254,0.182432432432432,0.317839643921926,0.4762,10,2147483653,6.16666666666667,-0.1307,0.0598,0.508333333333333,NA,0.1915,0,0.210409416291769,1.2,0.2444,0.1261,0.55,0.464040159194573,0.234520787991171,6.08333333333333,2.02158273381295
4,0.3426,0.228787878787879,0.9048,0.0895522388059702,0.0441271640594837,0.8571,12,1073741872.66667,4,-0.1323,-0.5394,0.25625,NA,0.2409,0,0.282336295345345,1,0.7273,0.1056,0.153846153846154,0.699248167610603,0.11322770341446,4.075,4.33333333333333
3.8,0.2216,0.228787878787879,0.8261,0.0895522388059702,0.140689275717368,0.7143,10,2147483653,4,-0.1088,-0.4437,0.220833333333333,NA,0.1997,0.0833333333333333,0.282336295345345,1,0.8222,0.0884,0.307692307692308,0.699248167610603,0.175411603861406,3.20833333333333,4.33333333333333
5.3333,0.0767,0.228787878787879,0.7037,0.0895522388059702,0.0286393669960648,0.4286,6,1073741869.66667,4,-0.079,-0.3222,0.0402777777777778,NA,0.2684,0.166666666666667,0.282336295345345,1,1,0.0528,0.615384615384615,0.699248167610603,0.320256307610174,1.24166666666667,4.33333333333333
5,0.0957,0.228787878787879,0.6786,0.0895522388059702,0.139047872302994,0.3571,5,2147483650.5,4,-0.0577,-0.2354,0.0583333333333333,NA,0.2226,0.25,0.282336295345345,1,0.6,0.047,0.692307692307692,0.699248167610603,0.372104203767625,1.29166666666667,4.33333333333333
4,0.0183,0.0181818181818182,0.5429,0.0708955223880597,0.316399783384157,0.2143,3,536870956.16667,4,-0.028,-0.1141,-0.0277777777777778,NA,0.1862,0.333333333333333,0.282336295345345,1.41666666666667,0.6667,0.0307,0.846153846153846,0.699248167610603,0.531085004543794,0.916666666666667,4.33333333333333
3.6667,0.022,0,0.5278,0.0671641791044776,0.34859523264316,0.2143,3,536870956.16667,4,-0.0245,-0.0997,-0.0166666666666666,NA,0.2008,0.416666666666667,0.282336295345345,1.5,0.3333,0.0307,0.846153846153846,0.699248167610603,0.531085004543794,0.95,4.33333333333333
5,0.0102,0.0242424242424242,0.5588,0.0746268656716418,0.154595593669565,0.2143,3,536870956.16667,4,-0.0362,-0.1476,-0.127777777777778,NA,0.2283,0.5,0.282336295345345,1.33333333333333,1,0.0286,0.846153846153846,0.699248167610603,0.531085004543794,0.616666666666667,4.33333333333333
5,0.0087,0.00757575757575757,0.5429,0.0708955223880597,0.154595593669565,0.2143,3,536870956.16667,4,-0.0372,-0.1516,-0.127777777777778,NA,0.2586,0.583333333333333,0.282336295345345,1.41666666666667,1,0.0287,0.846153846153846,0.699248167610603,0.531085004543794,0.616666666666667,4.33333333333333
6,0.0023,0.00757575757575757,0.5278,0.0708955223880597,0.0743133905062482,0.1429,2,268435505.000009,4,-0.0284,-0.1157,-0.333333333333333,NA,0.2487,0.75,0.282336295345345,1.41666666666667,1,0.0207,0.923076923076923,0.699248167610603,0.679366220486758,0.333333333333333,4.33333333333333
6,0.007,0.0272727272727273,0.5429,0.0746268656716418,0.104738841244793,0.1429,2,268435505.000009,4,-0.0263,-0.1074,-0.3125,NA,0.3033,0.666666666666667,0.282336295345345,1.33333333333333,1,0.0225,0.923076923076923,0.699248167610603,0.679366220486758,0.375,4.33333333333333
8,0,0,0.5135,0.0708955223880597,0,0.0714,1,134217776.500017,4,-0.0159,-0.0649,-0.875,NA,0.4357,0.833333333333333,0.282336295345345,1.41666666666667,NA,0.0143,1,0.699248167610603,1,0.125,4.33333333333333
8,0,0,0.5135,0.0708955223880597,0,0.0714,1,134217776.500017,4,-0.0159,-0.0649,-0.875,NA,0.4357,0.916666666666667,0.282336295345345,1.41666666666667,NA,0.0143,1,0.699248167610603,1,0.125,4.33333333333333
8,0,0,0.5135,0.0708955223880597,0,0.0714,1,134217776.500017,4,-0.0159,-0.0649,-0.875,NA,0.4357,1,0.282336295345345,1.41666666666667,NA,0.0143,1,0.699248167610603,1,0.125,4.33333333333333
16,0,0,0.5904,0.0526315789473684,0.0213978315270959,0.0667,1,134217776.500017,6.44444444444444,0.0192,0.0054,-0.9375,NA,0.1528,1,0.580246458126929,1.11764705882353,NA,0.0081,1,0.78233712272668,1,0.0625,2.50130548302872
13,0.0084,0.0666666666666667,0.7101,0.0559210526315789,0.0581576863277312,0.3333,5,2147483650.5,6.44444444444444,0.0813,0.0228,-0.111449579831933,NA,0.4389,0.764705882352941,0.580246458126929,1,1,0.0219,0.714285714285714,0.78233712272668,0.377964473009227,0.442752100840336,2.50130548302872
10.6667,0.0454,0.0666666666666667,0.8033,0.0559210526315789,0.0384502749901944,0.6,9,2147483652.5,6.44444444444444,0.1235,0.0347,0.00897625431939158,NA,0.5034,0.117647058823529,0.580246458126929,1,0.9722,0.0364,0.428571428571429,0.78233712272668,0.218217890235992,1.08078628887452,2.50130548302872
12.75,0.0048,0.0666666666666667,0.6901,0.0559210526315789,0.0748910134188789,0.2667,4,2147483650,6.44444444444444,0.0634,0.0178,-0.164113562091503,NA,0.3534,0.882352941176471,0.580246458126929,1,1,0.0184,0.785714285714286,0.78233712272668,0.443202630213959,0.343545751633987,2.50130548302872
